0.000000,1.000000
0.050000,1.000000
0.100000,1.000000
0.150000,1.000000
0.200000,1.000000
0.250000,1.000000
0.300000,1.000000
0.350000,1.000000
0.400000,1.000000
0.450000,1.000000
0.500000,1.000000
0.550000,1.000000
0.600000,1.000000
0.650000,1.000000
0.700000,1.000000
0.750000,1.000000
0.800000,1.000000
0.850000,1.000000
0.900000,1.000000
0.950000,1.000000
1.000000,1.000000
1.050000,1.000000
1.100000,1.000000
1.150000,1.000000
1.200000,1.000000
1.250000,1.000000
1.300000,1.000000
1.350000,1.000000
1.400000,1.000000
1.450000,1.000000
1.500000,1.000000
1.550000,1.000000
1.600000,1.000000
1.650000,1.000000
1.700000,1.000000
1.750000,1.000000
1.800000,1.000000
1.850000,1.000000
1.900000,1.000000
1.950000,1.000000
2.000000,1.000000
2.050000,1.000000
2.100000,1.000000
2.150000,1.000000
2.200000,1.000000
2.250000,1.000000
2.300000,0.999999
2.350000,0.999999
2.400000,0.999999
2.450000,0.999998
2.500000,0.999996
2.550000,0.999994
2.600000,0.999991
2.650000,0.999985
2.700000,0.999976
2.750000,0.999962
2.800000,0.999941
2.850000,0.999908
2.900000,0.999856
2.950000,0.999776
3.000000,0.999653
3.050000,0.999463
3.100000,0.999171
3.150000,0.998723
3.200000,0.998037
3.250000,0.996989
3.300000,0.995392
3.350000,0.992964
3.400000,0.989283
3.450000,0.983727
3.500000,0.975382
3.550000,0.962930
3.600000,0.944503
3.650000,0.917503
3.700000,0.878364
3.750000,0.822195
3.800000,0.742201
3.850000,0.629010
3.900000,0.471100
3.950000,0.259590
4.000000,0.000000
